Result_ID,Event_ID,Species_Code,Number_Collected,Notes
RES-005244,EVT-02001,AEDVIG,2,
RES-005245,EVT-02001,AEDCAM,4,
RES-005246,EVT-02001,CULANN,1,
RES-005247,EVT-02002,AEDNOT,2,
RES-005248,EVT-02002,AEDVIG,1,
RES-005249,EVT-02002,AEDCAM,3,
RES-005250,EVT-02002,CULANN,1,
RES-005251,EVT-02002,ANOANN,1,
RES-005252,EVT-02003,AEDCAM,3,
RES-005253,EVT-02004,AEDNOT,1,
RES-005254,EVT-02004,AEDVIG,1,
RES-005255,EVT-02004,AEDCAM,5,
RES-005256,EVT-02004,CULANN,2,
RES-005257,EVT-02004,CULQUI,1,
RES-005258,EVT-02005,AEDVIG,1,
RES-005259,EVT-02005,AEDCAM,2,
RES-005260,EVT-02005,CULANN,1,
RES-005261,EVT-02005,CULQUI,3,
RES-005262,EVT-02006,AEDVIG,1,
RES-005263,EVT-02006,AEDCAM,4,
RES-005264,EVT-02006,CULANN,1,
RES-005265,EVT-02007,AEDNOT,2,
RES-005266,EVT-02007,AEDVIG,1,
RES-005267,EVT-02007,AEDCAM,3,
RES-005268,EVT-02007,CULANN,1,
RES-005269,EVT-02007,CULQUI,1,
RES-005270,EVT-02008,AEDCAM,1,
RES-005271,EVT-02008,CULANN,1,
RES-005272,EVT-02010,AEDNOT,1,
RES-005273,EVT-02011,AEDVIG,1,
RES-005274,EVT-02012,AEDCAM,1,
RES-005275,EVT-02015,AEDVIG,1,
RES-005276,EVT-02015,AEDCAM,2,
RES-005277,EVT-02016,AEDCAM,1,
RES-005278,EVT-02016,CULQUI,1,
RES-005279,EVT-02017,AEDVIG,1,
RES-005280,EVT-02017,AEDCAM,2,
RES-005281,EVT-02017,CULANN,1,
RES-005282,EVT-02017,CULQUI,1,
RES-005283,EVT-02018,AEDVIG,1,
RES-005284,EVT-02018,AEDCAM,2,
RES-005285,EVT-02018,CULANN,1,
RES-005286,EVT-02019,AEDNOT,1,
RES-005287,EVT-02019,AEDVIG,2,
RES-005288,EVT-02019,AEDCAM,2,
RES-005289,EVT-02019,CULANN,1,
RES-005290,EVT-02020,AEDNOT,2,
RES-005291,EVT-02020,AEDCAM,3,
RES-005292,EVT-02021,AEDNOT,1,
RES-005293,EVT-02021,AEDCAM,7,
RES-005294,EVT-02022,AEDVIG,2,
RES-005295,EVT-02022,AEDCAM,1,
RES-005296,EVT-02022,CULANN,2,
RES-005297,EVT-02022,CULQUI,2,
RES-005298,EVT-02023,AEDVIG,2,
RES-005299,EVT-02023,AEDCAM,6,
RES-005300,EVT-02023,CULQUI,1,
RES-005301,EVT-02023,ANOANN,1,
RES-005302,EVT-02024,AEDVIG,1,
RES-005303,EVT-02024,AEDCAM,6,
RES-005304,EVT-02025,AEDNOT,1,
RES-005305,EVT-02025,AEDVIG,3,
RES-005306,EVT-02025,AEDCAM,4,
RES-005307,EVT-02026,AEDNOT,3,
RES-005308,EVT-02026,AEDVIG,2,
RES-005309,EVT-02026,AEDCAM,5,
RES-005310,EVT-02026,CULANN,2,
RES-005311,EVT-02026,CULQUI,2,
RES-005312,EVT-02026,ANOANN,1,
RES-005313,EVT-02027,AEDNOT,1,
RES-005314,EVT-02027,AEDVIG,1,
RES-005315,EVT-02027,AEDCAM,1,
RES-005316,EVT-02027,CULANN,1,
RES-005317,EVT-02027,CULQUI,1,
RES-005318,EVT-02028,AEDVIG,2,
RES-005319,EVT-02028,AEDCAM,3,
RES-005320,EVT-02028,CULANN,2,
RES-005321,EVT-02028,CULQUI,1,
RES-005322,EVT-02028,ANOANN,1,
RES-005323,EVT-02029,AEDVIG,3,
RES-005324,EVT-02029,AEDCAM,5,
RES-005325,EVT-02029,CULQUI,2,
RES-005326,EVT-02031,AEDVIG,1,
RES-005327,EVT-02031,AEDCAM,6,
RES-005328,EVT-02031,CULANN,3,
RES-005329,EVT-02032,AEDNOT,3,
RES-005330,EVT-02032,AEDCAM,1,
RES-005331,EVT-02033,AEDVIG,4,
RES-005332,EVT-02033,AEDCAM,1,
RES-005333,EVT-02033,CULANN,1,
RES-005334,EVT-02033,CULQUI,1,
RES-005335,EVT-02033,ANOANN,1,
RES-005336,EVT-02034,AEDVIG,1,
RES-005337,EVT-02034,AEDCAM,3,
RES-005338,EVT-02034,CULQUI,2,
RES-005339,EVT-02035,AEDCAM,3,
RES-005340,EVT-02035,CULANN,2,
RES-005341,EVT-02037,AEDCAM,4,
RES-005342,EVT-02037,CULANN,1,
RES-005343,EVT-02037,ANOANN,1,
RES-005344,EVT-02038,AEDNOT,1,
RES-005345,EVT-02040,AEDCAM,1,
RES-005346,EVT-02042,AEDVIG,1,
RES-005347,EVT-02043,AEDVIG,1,
RES-005348,EVT-02043,CULANN,2,
RES-005349,EVT-02046,AEDVIG,3,
RES-005350,EVT-02046,CULANN,1,
RES-005351,EVT-02046,CULQUI,1,
RES-005352,EVT-02047,AEDVIG,2,
RES-005353,EVT-02048,AEDNOT,2,
RES-005354,EVT-02048,AEDVIG,4,
RES-005355,EVT-02048,AEDCAM,1,
RES-005356,EVT-02048,CULANN,1,
RES-005357,EVT-02048,ANOANN,1,
RES-005358,EVT-02049,AEDNOT,2,
RES-005359,EVT-02049,AEDVIG,7,
RES-005360,EVT-02049,AEDCAM,2,
RES-005361,EVT-02049,CULANN,3,
RES-005362,EVT-02049,CULQUI,2,
RES-005363,EVT-02050,AEDVIG,2,
RES-005364,EVT-02050,AEDCAM,1,
RES-005365,EVT-02050,CULANN,2,
RES-005366,EVT-02050,CULQUI,1,
RES-005367,EVT-02051,AEDNOT,1,
RES-005368,EVT-02051,AEDVIG,3,
RES-005369,EVT-02051,CULANN,4,
RES-005370,EVT-02051,CULQUI,1,
RES-005371,EVT-02052,AEDNOT,1,
RES-005372,EVT-02052,AEDVIG,6,
RES-005373,EVT-02052,AEDCAM,1,
RES-005374,EVT-02052,CULANN,1,
RES-005375,EVT-02052,CULQUI,1,
RES-005376,EVT-02053,AEDNOT,1,
RES-005377,EVT-02053,AEDVIG,5,
RES-005378,EVT-02053,AEDCAM,1,
RES-005379,EVT-02054,AEDNOT,2,
RES-005380,EVT-02054,AEDVIG,5,
RES-005381,EVT-02054,CULANN,4,
RES-005382,EVT-02054,CULQUI,1,
RES-005383,EVT-02055,AEDNOT,2,
RES-005384,EVT-02055,AEDVIG,5,
RES-005385,EVT-02055,AEDCAM,2,
RES-005386,EVT-02055,CULANN,3,
RES-005387,EVT-02055,CULQUI,2,
RES-005388,EVT-02056,AEDVIG,7,
RES-005389,EVT-02056,AEDCAM,1,
RES-005390,EVT-02056,CULANN,1,
RES-005391,EVT-02056,CULQUI,1,
RES-005392,EVT-02057,AEDNOT,1,
RES-005393,EVT-02057,AEDVIG,2,
RES-005394,EVT-02057,AEDCAM,1,
RES-005395,EVT-02057,CULANN,2,
RES-005396,EVT-02057,CULQUI,1,
RES-005397,EVT-02058,AEDNOT,2,
RES-005398,EVT-02058,AEDVIG,3,
RES-005399,EVT-02058,AEDCAM,2,
RES-005400,EVT-02058,CULQUI,3,
RES-005401,EVT-02059,AEDVIG,1,
RES-005402,EVT-02062,AEDNOT,1,
RES-005403,EVT-02062,AEDVIG,2,
RES-005404,EVT-02062,CULQUI,1,
RES-005405,EVT-02063,AEDNOT,1,
RES-005406,EVT-02063,CULANN,1,
RES-005407,EVT-02064,AEDNOT,3,
RES-005408,EVT-02064,CULANN,2,
RES-005409,EVT-02064,CULQUI,2,
RES-005410,EVT-02065,AEDCAM,1,
RES-005411,EVT-02065,CULANN,3,
RES-005412,EVT-02066,AEDVIG,1,
RES-005413,EVT-02066,CULANN,3,
RES-005414,EVT-02066,CULQUI,2,
RES-005415,EVT-02067,AEDNOT,1,
RES-005416,EVT-02067,AEDVIG,3,
RES-005417,EVT-02067,AEDCAM,1,
RES-005418,EVT-02067,CULQUI,3,
RES-005419,EVT-02067,ANOANN,1,
RES-005420,EVT-02068,AEDVIG,2,
RES-005421,EVT-02068,AEDCAM,1,
RES-005422,EVT-02068,CULANN,2,
RES-005423,EVT-02068,CULQUI,6,
RES-005424,EVT-02070,AEDVIG,3,
RES-005425,EVT-02070,AEDCAM,2,
RES-005426,EVT-02070,CULANN,3,
RES-005427,EVT-02070,CULQUI,3,
RES-005428,EVT-02070,ANOANN,1,
RES-005429,EVT-02071,AEDVIG,1,
RES-005430,EVT-02071,ANOANN,1,
RES-005431,EVT-02072,AEDNOT,2,
RES-005432,EVT-02072,AEDVIG,3,
RES-005433,EVT-02072,AEDCAM,2,
RES-005434,EVT-02072,CULQUI,3,
RES-005435,EVT-02073,AEDNOT,1,
RES-005436,EVT-02073,AEDVIG,4,
RES-005437,EVT-02073,CULANN,3,
RES-005438,EVT-02073,CULQUI,5,
RES-005439,EVT-02073,ANOANN,1,
RES-005440,EVT-02074,AEDNOT,2,
RES-005441,EVT-02074,AEDVIG,1,
RES-005442,EVT-02074,AEDCAM,2,
RES-005443,EVT-02074,CULANN,1,
RES-005444,EVT-02074,CULQUI,2,
RES-005445,EVT-02075,AEDVIG,2,
RES-005446,EVT-02075,CULANN,2,
RES-005447,EVT-02075,CULQUI,6,
RES-005448,EVT-02076,AEDCAM,1,
RES-005449,EVT-02076,CULANN,2,
RES-005450,EVT-02076,CULQUI,3,
RES-005451,EVT-02076,ANOANN,1,
RES-005452,EVT-02080,CULQUI,1,
RES-005453,EVT-02082,CULANN,1,
RES-005454,EVT-02082,CULQUI,1,
RES-005455,EVT-02083,CULQUI,6,
RES-005456,EVT-02084,AEDCAM,3,
RES-005457,EVT-02084,CULQUI,3,
RES-005458,EVT-02085,AEDVIG,2,
RES-005459,EVT-02085,CULANN,2,
RES-005460,EVT-02086,AEDNOT,1,
RES-005461,EVT-02086,AEDVIG,2,
RES-005462,EVT-02086,AEDCAM,1,
RES-005463,EVT-02086,CULANN,2,
RES-005464,EVT-02086,CULQUI,4,
RES-005465,EVT-02087,AEDNOT,1,
RES-005466,EVT-02087,AEDVIG,1,
RES-005467,EVT-02087,CULANN,1,
RES-005468,EVT-02087,CULQUI,4,
RES-005469,EVT-02087,ANOANN,1,
RES-005470,EVT-02088,AEDCAM,1,
RES-005471,EVT-02088,CULANN,3,
RES-005472,EVT-02088,CULQUI,3,
RES-005473,EVT-02089,AEDNOT,1,
RES-005474,EVT-02089,AEDVIG,1,
RES-005475,EVT-02089,AEDCAM,2,
RES-005476,EVT-02089,CULQUI,6,
RES-005477,EVT-02090,AEDNOT,1,
RES-005478,EVT-02090,CULANN,1,
RES-005479,EVT-02090,CULQUI,2,
RES-005480,EVT-02091,AEDNOT,1,
RES-005481,EVT-02091,AEDVIG,4,
RES-005482,EVT-02091,CULANN,2,
RES-005483,EVT-02091,CULQUI,2,
RES-005484,EVT-02092,AEDVIG,3,
RES-005485,EVT-02092,AEDCAM,2,
RES-005486,EVT-02092,CULANN,3,
RES-005487,EVT-02092,CULQUI,2,
RES-005488,EVT-02092,ANOANN,2,
RES-005489,EVT-02093,AEDVIG,3,
RES-005490,EVT-02093,CULQUI,3,
RES-005491,EVT-02093,ANOANN,1,
RES-005492,EVT-02094,AEDNOT,2,
RES-005493,EVT-02094,AEDVIG,2,
RES-005494,EVT-02094,CULANN,1,
RES-005495,EVT-02094,CULQUI,4,
RES-005496,EVT-02096,CULANN,1,
RES-005497,EVT-02096,CULQUI,1,
RES-005498,EVT-02097,AEDNOT,1,
RES-005499,EVT-02097,AEDVIG,2,
RES-005500,EVT-02097,CULANN,2,
RES-005501,EVT-02098,AEDVIG,2,
RES-005502,EVT-02098,CULANN,3,
RES-005503,EVT-02099,AEDCAM,1,
RES-005504,EVT-02099,CULQUI,2,
RES-005505,EVT-02100,AEDCAM,1,
RES-005506,EVT-02100,CULANN,2,
RES-005507,EVT-02100,ANOANN,1,
RES-005508,EVT-02101,AEDNOT,3,
RES-005509,EVT-02101,AEDVIG,1,
RES-005510,EVT-02101,AEDCAM,1,
RES-005511,EVT-02101,CULANN,1,
RES-005512,EVT-02101,CULQUI,1,
RES-005513,EVT-02102,AEDVIG,2,
RES-005514,EVT-02102,AEDCAM,1,
RES-005515,EVT-02102,CULANN,3,
RES-005516,EVT-02104,AEDVIG,3,
RES-005517,EVT-02104,AEDCAM,2,
RES-005518,EVT-02104,CULANN,4,
RES-005519,EVT-02105,AEDNOT,2,
RES-005520,EVT-02105,AEDVIG,2,
RES-005521,EVT-02105,AEDCAM,1,
RES-005522,EVT-02105,CULANN,4,
RES-005523,EVT-02106,AEDNOT,1,
RES-005524,EVT-02106,AEDVIG,2,
RES-005525,EVT-02106,AEDCAM,1,
RES-005526,EVT-02106,CULANN,2,
RES-005527,EVT-02106,CULQUI,3,
RES-005528,EVT-02107,AEDNOT,2,
RES-005529,EVT-02107,AEDVIG,2,
RES-005530,EVT-02107,CULANN,6,
RES-005531,EVT-02107,ANOANN,1,
RES-005532,EVT-02108,AEDNOT,1,
RES-005533,EVT-02108,CULANN,4,
RES-005534,EVT-02109,CULANN,3,
RES-005535,EVT-02109,CULQUI,2,
RES-005536,EVT-02111,AEDVIG,4,
RES-005537,EVT-02111,AEDCAM,1,
RES-005538,EVT-02111,CULANN,4,
RES-005539,EVT-02111,ANOANN,1,
RES-005540,EVT-02112,AEDNOT,1,
RES-005541,EVT-02112,AEDVIG,1,
RES-005542,EVT-02112,CULANN,4,
RES-005543,EVT-02112,CULQUI,1,
RES-005544,EVT-02113,CULANN,1,
RES-005545,EVT-02114,AEDVIG,2,
RES-005546,EVT-02114,CULANN,1,
RES-005547,EVT-02116,AEDVIG,4,
RES-005548,EVT-02116,CULANN,1,
RES-005549,EVT-02116,CULQUI,1,
RES-005550,EVT-02117,AEDVIG,5,
RES-005551,EVT-02117,CULANN,5,
RES-005552,EVT-02117,CULQUI,3,
RES-005553,EVT-02118,AEDVIG,6,
RES-005554,EVT-02118,CULANN,2,
RES-005555,EVT-02119,AEDNOT,1,
RES-005556,EVT-02119,AEDVIG,10,
RES-005557,EVT-02119,AEDCAM,1,
RES-005558,EVT-02119,CULANN,3,
RES-005559,EVT-02119,CULQUI,1,
RES-005560,EVT-02120,AEDVIG,5,
RES-005561,EVT-02120,CULANN,1,
RES-005562,EVT-02120,CULQUI,1,
RES-005563,EVT-02121,AEDNOT,1,
RES-005564,EVT-02121,AEDVIG,8,
RES-005565,EVT-02121,AEDCAM,2,
RES-005566,EVT-02121,CULANN,4,
RES-005567,EVT-02121,CULQUI,2,
RES-005568,EVT-02122,AEDNOT,1,
RES-005569,EVT-02122,AEDVIG,15,
RES-005570,EVT-02122,AEDCAM,1,
RES-005571,EVT-02122,CULANN,4,
RES-005572,EVT-02123,AEDNOT,4,
RES-005573,EVT-02123,AEDVIG,15,
RES-005574,EVT-02123,AEDCAM,4,
RES-005575,EVT-02123,CULANN,9,
RES-005576,EVT-02123,CULQUI,2,
RES-005577,EVT-02123,ANOANN,2,
RES-005578,EVT-02124,AEDNOT,2,
RES-005579,EVT-02124,AEDVIG,10,
RES-005580,EVT-02124,AEDCAM,1,
RES-005581,EVT-02124,CULANN,4,
RES-005582,EVT-02124,CULQUI,2,
RES-005583,EVT-02124,ANOANN,1,
RES-005584,EVT-02125,AEDNOT,2,
RES-005585,EVT-02125,AEDVIG,11,
RES-005586,EVT-02125,CULANN,4,
RES-005587,EVT-02125,CULQUI,2,
RES-005588,EVT-02125,ANOANN,2,
RES-005589,EVT-02126,AEDNOT,5,
RES-005590,EVT-02126,AEDVIG,10,
RES-005591,EVT-02126,AEDCAM,1,
RES-005592,EVT-02126,CULANN,5,
RES-005593,EVT-02126,CULQUI,2,
RES-005594,EVT-02127,AEDNOT,3,
RES-005595,EVT-02127,AEDVIG,10,
RES-005596,EVT-02127,AEDCAM,3,
RES-005597,EVT-02127,CULANN,1,
RES-005598,EVT-02127,CULQUI,2,
RES-005599,EVT-02128,AEDNOT,3,
RES-005600,EVT-02128,AEDVIG,10,
RES-005601,EVT-02128,AEDCAM,6,
RES-005602,EVT-02128,CULANN,4,
RES-005603,EVT-02128,CULQUI,1,
RES-005604,EVT-02129,AEDNOT,5,
RES-005605,EVT-02129,AEDVIG,12,
RES-005606,EVT-02129,AEDCAM,4,
RES-005607,EVT-02129,CULANN,2,
RES-005608,EVT-02129,CULQUI,4,
RES-005609,EVT-02130,AEDNOT,6,
RES-005610,EVT-02130,AEDVIG,10,
RES-005611,EVT-02130,CULANN,2,
RES-005612,EVT-02130,CULQUI,2,
RES-005613,EVT-02130,ANOANN,1,
RES-005614,EVT-02134,AEDNOT,1,
RES-005615,EVT-02134,CULQUI,1,
RES-005616,EVT-02135,AEDVIG,1,
RES-005617,EVT-02135,AEDCAM,1,
RES-005618,EVT-02136,AEDVIG,1,
RES-005619,EVT-02136,AEDCAM,1,
RES-005620,EVT-02136,CULQUI,1,
RES-005621,EVT-02137,AEDVIG,4,
RES-005622,EVT-02138,AEDVIG,1,
RES-005623,EVT-02138,AEDCAM,1,
RES-005624,EVT-02138,CULANN,1,
RES-005625,EVT-02139,AEDNOT,1,
RES-005626,EVT-02139,AEDVIG,3,
RES-005627,EVT-02139,AEDCAM,2,
RES-005628,EVT-02139,CULANN,1,
RES-005629,EVT-02141,AEDCAM,4,
RES-005630,EVT-02141,CULQUI,1,
RES-005631,EVT-02141,ANOANN,1,
RES-005632,EVT-02142,AEDNOT,1,
RES-005633,EVT-02142,AEDVIG,2,
RES-005634,EVT-02142,AEDCAM,3,
RES-005635,EVT-02142,CULANN,3,
RES-005636,EVT-02143,AEDNOT,1,
RES-005637,EVT-02143,AEDVIG,3,
RES-005638,EVT-02143,AEDCAM,2,
RES-005639,EVT-02143,CULANN,2,
RES-005640,EVT-02143,CULQUI,2,
RES-005641,EVT-02143,ANOANN,1,
RES-005642,EVT-02144,AEDNOT,2,
RES-005643,EVT-02144,AEDVIG,1,
RES-005644,EVT-02144,AEDCAM,3,
RES-005645,EVT-02145,AEDNOT,1,
RES-005646,EVT-02145,AEDVIG,2,
RES-005647,EVT-02145,AEDCAM,4,
RES-005648,EVT-02146,AEDVIG,1,
RES-005649,EVT-02146,AEDCAM,1,
RES-005650,EVT-02146,CULANN,2,
RES-005651,EVT-02147,AEDVIG,1,
RES-005652,EVT-02147,AEDCAM,6,
RES-005653,EVT-02147,CULQUI,2,
RES-005654,EVT-02148,AEDVIG,3,
RES-005655,EVT-02148,AEDCAM,5,
RES-005656,EVT-02148,CULANN,3,
RES-005657,EVT-02148,ANOANN,1,
RES-005658,EVT-02149,AEDVIG,1,
RES-005659,EVT-02149,CULQUI,1,
RES-005660,EVT-02150,CULANN,3,
RES-005661,EVT-02151,AEDNOT,1,
RES-005662,EVT-02151,CULANN,2,
RES-005663,EVT-02152,AEDVIG,1,
RES-005664,EVT-02152,AEDCAM,1,
RES-005665,EVT-02152,CULANN,3,
RES-005666,EVT-02152,CULQUI,3,
RES-005667,EVT-02153,AEDNOT,1,
RES-005668,EVT-02153,AEDVIG,2,
RES-005669,EVT-02153,AEDCAM,3,
RES-005670,EVT-02153,CULANN,9,
RES-005671,EVT-02153,CULQUI,1,
RES-005672,EVT-02153,ANOANN,2,
RES-005673,EVT-02154,AEDNOT,1,
RES-005674,EVT-02154,AEDVIG,4,
RES-005675,EVT-02154,AEDCAM,1,
RES-005676,EVT-02154,CULANN,5,
RES-005677,EVT-02154,CULQUI,2,
RES-005678,EVT-02155,AEDNOT,1,
RES-005679,EVT-02155,AEDVIG,1,
RES-005680,EVT-02155,AEDCAM,1,
RES-005681,EVT-02155,CULANN,13,
RES-005682,EVT-02155,CULQUI,5,
RES-005683,EVT-02155,ANOANN,1,
RES-005684,EVT-02156,AEDNOT,1,
RES-005685,EVT-02156,AEDVIG,2,
RES-005686,EVT-02156,AEDCAM,3,
RES-005687,EVT-02156,CULANN,8,
RES-005688,EVT-02157,AEDNOT,2,
RES-005689,EVT-02157,AEDVIG,8,
RES-005690,EVT-02157,AEDCAM,3,
RES-005691,EVT-02157,CULANN,8,
RES-005692,EVT-02157,CULQUI,3,
RES-005693,EVT-02157,ANOANN,1,
RES-005694,EVT-02158,AEDNOT,2,
RES-005695,EVT-02158,AEDVIG,5,
RES-005696,EVT-02158,AEDCAM,1,
RES-005697,EVT-02158,CULANN,10,
RES-005698,EVT-02158,ANOANN,1,
RES-005699,EVT-02159,AEDNOT,4,
RES-005700,EVT-02159,AEDVIG,4,
RES-005701,EVT-02159,CULANN,7,
RES-005702,EVT-02159,CULQUI,1,
RES-005703,EVT-02159,ANOANN,1,
RES-005704,EVT-02160,AEDNOT,6,
RES-005705,EVT-02160,AEDVIG,5,
RES-005706,EVT-02160,AEDCAM,4,
RES-005707,EVT-02160,CULANN,15,
RES-005708,EVT-02160,ANOANN,1,
RES-005709,EVT-02161,AEDNOT,3,
RES-005710,EVT-02161,AEDVIG,4,
RES-005711,EVT-02161,AEDCAM,1,
RES-005712,EVT-02161,CULANN,8,
RES-005713,EVT-02161,CULQUI,2,
RES-005714,EVT-02161,ANOANN,2,
RES-005715,EVT-02162,AEDNOT,4,
RES-005716,EVT-02162,AEDVIG,6,
RES-005717,EVT-02162,AEDCAM,1,
RES-005718,EVT-02162,CULANN,10,
RES-005719,EVT-02162,CULQUI,2,
RES-005720,EVT-02163,AEDNOT,1,
RES-005721,EVT-02163,AEDVIG,4,
RES-005722,EVT-02163,AEDCAM,4,
RES-005723,EVT-02163,CULANN,17,
RES-005724,EVT-02163,CULQUI,2,
RES-005725,EVT-02164,AEDNOT,1,
RES-005726,EVT-02164,AEDVIG,5,
RES-005727,EVT-02164,AEDCAM,4,
RES-005728,EVT-02164,CULANN,11,
RES-005729,EVT-02164,CULQUI,2,
RES-005730,EVT-02164,ANOANN,2,
RES-005731,EVT-02165,AEDNOT,1,
RES-005732,EVT-02165,AEDVIG,6,
RES-005733,EVT-02165,CULANN,16,
RES-005734,EVT-02165,CULQUI,2,
RES-005735,EVT-02166,AEDNOT,3,
RES-005736,EVT-02166,AEDVIG,2,
RES-005737,EVT-02166,AEDCAM,2,
RES-005738,EVT-02166,CULANN,10,
RES-005739,EVT-02166,CULQUI,1,
RES-005740,EVT-02168,AEDNOT,1,
RES-005741,EVT-02169,AEDVIG,1,
RES-005742,EVT-02170,AEDVIG,1,
RES-005743,EVT-02170,CULANN,2,
RES-005744,EVT-02171,CULANN,3,
RES-005745,EVT-02171,CULQUI,1,
RES-005746,EVT-02172,AEDVIG,1,
RES-005747,EVT-02172,CULANN,3,
RES-005748,EVT-02172,CULQUI,1,
RES-005749,EVT-02172,ANOANN,1,
RES-005750,EVT-02173,AEDNOT,1,
RES-005751,EVT-02173,AEDVIG,2,
RES-005752,EVT-02173,CULQUI,2,
RES-005753,EVT-02173,ANOANN,1,
RES-005754,EVT-02174,AEDNOT,1,
RES-005755,EVT-02174,AEDVIG,1,
RES-005756,EVT-02174,AEDCAM,1,
RES-005757,EVT-02174,CULANN,3,
RES-005758,EVT-02174,CULQUI,1,
RES-005759,EVT-02175,AEDNOT,1,
RES-005760,EVT-02175,AEDVIG,2,
RES-005761,EVT-02175,CULANN,2,
RES-005762,EVT-02176,AEDVIG,1,
RES-005763,EVT-02176,AEDCAM,1,
RES-005764,EVT-02176,CULANN,6,
RES-005765,EVT-02176,CULQUI,1,
RES-005766,EVT-02177,AEDVIG,1,
RES-005767,EVT-02177,CULANN,3,
RES-005768,EVT-02178,AEDVIG,2,
RES-005769,EVT-02178,AEDCAM,1,
RES-005770,EVT-02178,CULANN,4,
RES-005771,EVT-02178,CULQUI,1,
RES-005772,EVT-02178,ANOANN,1,
RES-005773,EVT-02179,AEDNOT,1,
RES-005774,EVT-02179,AEDVIG,1,
RES-005775,EVT-02179,AEDCAM,1,
RES-005776,EVT-02179,CULANN,1,
RES-005777,EVT-02180,AEDVIG,1,
RES-005778,EVT-02180,CULANN,1,
RES-005779,EVT-02181,AEDCAM,2,
RES-005780,EVT-02181,CULANN,4,
RES-005781,EVT-02181,CULQUI,1,
RES-005782,EVT-02182,AEDVIG,1,
RES-005783,EVT-02182,CULANN,4,
RES-005784,EVT-02182,CULQUI,3,
RES-005785,EVT-02183,AEDVIG,1,
RES-005786,EVT-02183,AEDCAM,1,
RES-005787,EVT-02183,CULANN,2,
RES-005788,EVT-02184,AEDNOT,2,
RES-005789,EVT-02184,AEDVIG,1,
RES-005790,EVT-02184,AEDCAM,3,
RES-005791,EVT-02184,CULANN,6,
RES-005792,EVT-02184,CULQUI,2,
RES-005793,EVT-02184,ANOANN,1,
RES-005794,EVT-02186,AEDNOT,1,
RES-005795,EVT-02186,AEDVIG,1,
RES-005796,EVT-02186,CULANN,1,
RES-005797,EVT-02188,AEDVIG,1,
RES-005798,EVT-02188,AEDCAM,1,
RES-005799,EVT-02188,CULANN,3,
RES-005800,EVT-02190,AEDNOT,1,
RES-005801,EVT-02190,CULANN,2,
RES-005802,EVT-02191,AEDNOT,1,
RES-005803,EVT-02191,AEDVIG,1,
RES-005804,EVT-02191,CULANN,3,
RES-005805,EVT-02192,AEDCAM,1,
RES-005806,EVT-02192,CULANN,2,
RES-005807,EVT-02192,CULQUI,1,
RES-005808,EVT-02193,AEDVIG,2,
RES-005809,EVT-02193,AEDCAM,1,
RES-005810,EVT-02193,CULANN,1,
RES-005811,EVT-02194,AEDNOT,2,
RES-005812,EVT-02194,AEDVIG,4,
RES-005813,EVT-02194,CULANN,2,
RES-005814,EVT-02194,ANOANN,1,
RES-005815,EVT-02195,AEDVIG,2,
RES-005816,EVT-02195,AEDCAM,1,
RES-005817,EVT-02195,CULANN,4,
RES-005818,EVT-02195,ANOANN,1,
RES-005819,EVT-02196,AEDNOT,1,
RES-005820,EVT-02196,AEDVIG,1,
RES-005821,EVT-02196,CULANN,4,
RES-005822,EVT-02196,CULQUI,1,
RES-005823,EVT-02197,AEDVIG,2,
RES-005824,EVT-02197,CULANN,2,
RES-005825,EVT-02197,CULQUI,1,
RES-005826,EVT-02197,ANOANN,1,
RES-005827,EVT-02198,AEDNOT,1,
RES-005828,EVT-02198,AEDVIG,3,
RES-005829,EVT-02198,CULANN,5,
RES-005830,EVT-02199,AEDNOT,1,
RES-005831,EVT-02199,AEDVIG,3,
RES-005832,EVT-02199,CULANN,3,
RES-005833,EVT-02199,CULQUI,2,
RES-005834,EVT-02200,CULANN,6,
RES-005835,EVT-02200,CULQUI,1,
RES-005836,EVT-02201,AEDVIG,4,
RES-005837,EVT-02201,CULANN,2,
RES-005838,EVT-02202,AEDNOT,1,
RES-005839,EVT-02202,AEDVIG,1,
RES-005840,EVT-02202,AEDCAM,2,
RES-005841,EVT-02202,CULANN,8,
RES-005842,EVT-02203,AEDVIG,1,
RES-005843,EVT-02203,CULANN,2,
RES-005844,EVT-02203,CULQUI,1,
RES-005845,EVT-02205,CULANN,1,
RES-005846,EVT-02206,AEDVIG,2,
RES-005847,EVT-02207,AEDVIG,1,
RES-005848,EVT-02207,AEDCAM,1,
RES-005849,EVT-02207,CULANN,4,
RES-005850,EVT-02208,AEDVIG,1,
RES-005851,EVT-02208,CULANN,2,
RES-005852,EVT-02209,AEDVIG,2,
RES-005853,EVT-02209,CULANN,1,
RES-005854,EVT-02211,AEDVIG,1,
RES-005855,EVT-02211,AEDCAM,1,
RES-005856,EVT-02211,CULANN,8,
RES-005857,EVT-02211,CULQUI,1,
RES-005858,EVT-02212,AEDVIG,1,
RES-005859,EVT-02212,CULANN,1,
RES-005860,EVT-02212,CULQUI,1,
RES-005861,EVT-02213,AEDVIG,1,
RES-005862,EVT-02213,AEDCAM,1,
RES-005863,EVT-02213,CULANN,1,
RES-005864,EVT-02213,CULQUI,1,
RES-005865,EVT-02214,AEDNOT,1,
RES-005866,EVT-02214,AEDVIG,1,
RES-005867,EVT-02214,CULANN,5,
RES-005868,EVT-02214,CULQUI,1,
